po_id,material_id,vendor_id,order_date,delivery_date,quantity,is_delivery_date_given,lead_time,is_po_qty_given
PO101110,M0167,V034,2025-07-23,2025-08-15,271,Yes,23.0,Yes
PO101111,M0070,V047,2025-01-31,2025-02-19,463,Yes,19.0,Yes
PO101113,M0070,V018,2025-04-03,2025-04-19,167,Yes,16.0,Yes
PO101114,M0069,V013,2025-04-18,2025-05-12,13,Yes,24.0,Yes
PO101115,M0026,V044,2025-04-15,2025-04-20,337,Yes,5.0,Yes
PO101116,M0066,V002,2025-01-12,2025-03-03,32,Yes,50.0,Yes
PO101117,M0168,V045,2025-09-09,2025-10-18,393,Yes,39.0,Yes
PO101118,M0150,V044,2025-02-07,2025-02-20,40,Yes,13.0,Yes
PO101119,M0101,V035,2025-01-17,2025-02-08,148,Yes,22.0,Yes
PO101120,M0119,V040,2025-09-21,2025-09-28,218,Yes,7.0,Yes
PO101121,M0198,V017,2026-01-09,2026-01-17,219,Yes,8.0,Yes
PO101122,M0173,V044,2025-08-26,2025-10-05,469,Yes,40.0,Yes
PO101123,M0192,V036,2025-07-18,2025-08-10,82,Yes,23.0,Yes
PO101124,M0062,V030,2025-05-08,2025-06-26,333,Yes,49.0,Yes
PO101125,M0188,V001,2025-04-07,2025-04-20,208,Yes,13.0,Yes
PO101126,M0173,V028,2025-01-11,2025-02-25,201,Yes,45.0,Yes
PO101127,M0151,V042,2025-03-05,2025-05-04,447,Yes,60.0,Yes
PO101128,M0198,V044,2025-02-25,2025-04-19,332,Yes,53.0,Yes
PO101129,M0050,V042,2025-02-06,2025-03-14,428,Yes,36.0,Yes
PO101130,M0134,V004,2025-06-04,2025-06-15,38,Yes,11.0,Yes
PO101131,M0087,V021,2025-03-24,2025-05-23,211,Yes,60.0,Yes
PO101132,M0174,V028,2025-01-11,2025-01-16,444,Yes,5.0,Yes
PO101133,M0177,V027,2025-01-30,2025-03-12,327,Yes,41.0,Yes
PO101134,M0047,V018,2025-05-18,2025-06-10,249,Yes,23.0,Yes
PO101135,M0081,V008,2025-01-10,2025-02-14,227,Yes,35.0,Yes
PO101136,M0141,V044,2025-08-17,2025-09-21,48,Yes,35.0,Yes
PO101137,M0003,V034,2025-03-24,2025-04-26,18,Yes,33.0,Yes
PO101138,M0173,V030,2025-03-20,2025-04-15,400,Yes,26.0,Yes
PO101139,M0003,V032,2025-04-18,2025-05-04,439,Yes,16.0,Yes
PO101140,M0018,V024,2025-07-28,2025-08-05,295,Yes,8.0,Yes
PO101141,M0004,V034,2025-02-21,2025-03-14,196,Yes,21.0,Yes
PO101142,M0106,V049,2025-05-16,2025-07-15,187,Yes,60.0,Yes
PO101143,M0026,V003,2025-04-11,2025-05-16,345,Yes,35.0,Yes
PO101144,M0135,V047,2025-02-07,2025-02-19,224,Yes,12.0,Yes
PO101145,M0027,V015,2025-09-11,2025-11-07,318,Yes,57.0,Yes
PO101146,M0176,V004,2025-07-11,2025-07-20,488,Yes,9.0,Yes
PO101147,M0115,V018,2025-05-09,2025-06-08,397,Yes,30.0,Yes
PO101148,M0090,V027,2025-08-17,2025-09-22,365,Yes,36.0,Yes
PO101149,M0057,V035,2025-08-31,2025-09-09,337,Yes,9.0,Yes
PO101150,M0186,V029,2025-05-28,2025-07-08,497,Yes,41.0,Yes
PO101151,M0073,V021,2025-08-06,2025-09-20,229,Yes,45.0,Yes
PO101152,M0065,V001,2025-05-24,2025-07-11,390,Yes,48.0,Yes
PO101153,M0050,V026,2025-05-17,2025-05-25,467,Yes,8.0,Yes
PO101154,M0009,V013,2025-04-26,2025-05-10,77,Yes,14.0,Yes
PO101155,M0007,V022,2025-06-17,2025-07-01,188,Yes,14.0,Yes
PO101156,M0159,V006,2025-01-21,2025-03-18,346,Yes,56.0,Yes
PO101157,M0024,V037,2025-09-13,2025-10-24,270,Yes,41.0,Yes
PO101159,M0153,V002,2025-01-04,2025-01-14,310,Yes,10.0,Yes
PO101160,M0169,V048,2025-07-29,2025-08-18,132,Yes,20.0,Yes
PO101161,M0056,V015,2025-01-17,2025-01-29,39,Yes,12.0,Yes
PO101162,M0154,V045,2025-02-18,2025-03-30,72,Yes,40.0,Yes
PO101163,M0164,V028,2025-06-13,2025-08-05,281,Yes,53.0,Yes
PO101164,M0032,V005,2025-01-22,2025-02-22,333,Yes,31.0,Yes
PO101165,M0182,V016,2025-07-24,2025-09-05,160,Yes,43.0,Yes
PO101166,M0031,V013,2025-08-03,2025-09-15,187,Yes,43.0,Yes
PO101167,M0023,V011,2025-03-26,2025-05-20,486,Yes,55.0,Yes
PO101168,M0155,V022,2025-01-01,2025-02-14,191,Yes,44.0,Yes
PO101169,M0034,V020,2025-02-10,2025-03-15,422,No,,Yes
PO101170,M0097,V005,2025-04-26,2025-06-19,120,Yes,54.0,Yes
PO101171,M0169,V041,2026-04-22,2026-05-30,220,Yes,38.0,Yes
PO101172,M0196,V041,2025-04-30,2025-05-29,53,Yes,29.0,Yes
PO101173,M0166,V007,2025-02-06,2025-03-11,222,Yes,33.0,Yes
PO101174,M0145,V002,2025-05-01,2025-06-03,451,Yes,33.0,Yes
PO101175,M0048,V031,2025-04-04,2025-04-28,412,Yes,24.0,Yes
PO101176,M0029,V028,2025-07-01,2025-08-30,131,Yes,60.0,Yes
PO101178,M0048,V002,2025-06-21,2025-07-24,246,No,,Yes
PO101179,M0065,V038,2025-04-04,2025-04-28,226,Yes,24.0,Yes
PO101181,M0120,V041,2025-02-20,2025-04-05,406,Yes,44.0,Yes
PO101182,M0170,V022,2025-05-01,2025-05-09,96,Yes,8.0,Yes
PO101183,M0020,V017,2025-11-19,2026-01-02,422,Yes,44.0,Yes
PO101184,M0164,V016,2025-01-13,2025-03-06,200,Yes,52.0,Yes
PO101185,M0117,V007,2025-11-29,2025-12-10,247,Yes,11.0,Yes
PO101186,M0071,V031,2025-05-20,2025-07-12,72,Yes,53.0,Yes
PO101187,M0197,V016,2025-01-09,2025-01-27,318,Yes,18.0,Yes
PO101188,M0110,V022,2025-02-12,2025-03-29,185,Yes,45.0,Yes
PO101189,M0178,V004,2025-05-28,2025-06-15,6,Yes,18.0,Yes
PO101191,M0198,V022,2025-04-15,2025-06-01,32,Yes,47.0,Yes
PO101192,M0198,V034,2025-02-20,2025-03-02,99,Yes,10.0,Yes
PO101194,M0066,V016,2025-01-06,2025-01-26,387,Yes,20.0,Yes
PO101195,M0042,V005,2025-09-04,2025-09-20,256,Yes,16.0,Yes
PO101196,M0200,V050,2026-03-12,2026-04-21,187,Yes,40.0,Yes
PO101197,M0019,V039,2026-02-21,2026-03-02,76,Yes,9.0,Yes
PO101198,M0071,V040,2025-06-16,2025-07-01,177,Yes,15.0,Yes
PO101199,M0199,V029,2025-01-17,2025-01-22,315,Yes,5.0,Yes
PO101200,M0016,V049,2025-06-20,2025-07-21,287,Yes,31.0,Yes
PO101201,M0098,V007,2025-01-03,2025-02-05,349,Yes,33.0,Yes
PO101202,M0100,V041,2025-01-03,2025-02-21,255,Yes,49.0,Yes
PO101203,M0086,V029,2025-02-16,2025-03-31,325,Yes,43.0,Yes
PO101204,M0016,V038,2025-03-22,2025-04-26,190,Yes,35.0,Yes
PO101205,M0067,V008,2025-06-26,2025-07-19,308,Yes,23.0,Yes
PO101206,M0068,V006,2025-05-18,2025-05-25,345,Yes,7.0,Yes
PO101207,M0046,V004,2025-03-12,2025-03-31,127,Yes,19.0,Yes
PO101208,M0113,V003,2025-02-08,2025-03-03,425,Yes,23.0,Yes
PO101209,M0018,V025,2026-12-04,2027-01-23,287,Yes,50.0,Yes
PO101210,M0126,V021,2025-03-08,2025-03-31,254,Yes,23.0,Yes
PO101211,M0052,V045,2025-03-14,2025-05-02,213,Yes,49.0,Yes
PO101212,M0157,V005,2025-01-22,2025-03-23,250,Yes,60.0,Yes
PO101214,M0046,V009,2025-05-22,2025-05-31,487,Yes,9.0,Yes
PO101215,M0166,V004,2025-01-30,2025-03-19,383,Yes,48.0,Yes
PO101217,M0028,V029,2025-05-17,2025-06-07,388,Yes,21.0,Yes
PO101218,M0037,V004,2025-05-08,2025-07-02,13,Yes,55.0,Yes
PO101219,M0139,V020,2025-02-08,2025-04-04,45,Yes,55.0,Yes
PO101220,M0197,V040,2025-12-28,2026-01-27,127,No,,Yes
PO101221,M0111,V041,2025-01-20,2025-03-03,426,Yes,42.0,Yes
PO101222,M0056,V028,2025-03-09,2025-04-25,114,Yes,47.0,Yes
PO101223,M0158,V005,2025-12-12,2026-02-06,433,Yes,56.0,Yes
PO101224,M0165,V007,2025-03-07,2025-03-24,276,Yes,17.0,Yes
PO101225,M0028,V044,2025-05-03,2025-06-04,205,Yes,32.0,Yes
PO101226,M0114,V004,2025-03-02,2025-03-14,337,Yes,12.0,Yes
PO101227,M0184,V036,2025-02-08,2025-03-19,438,Yes,39.0,Yes
PO101228,M0067,V004,2026-05-12,2026-05-31,420,Yes,19.0,Yes
PO101229,M0027,V019,2025-03-05,2025-04-20,481,Yes,46.0,Yes
PO101230,M0009,V025,2025-09-27,2025-10-11,385,Yes,14.0,Yes
PO101231,M0019,V026,2025-02-01,2025-02-23,399,Yes,22.0,Yes
PO101232,M0019,V007,2025-01-29,2025-03-27,461,Yes,57.0,Yes
PO101233,M0147,V040,2025-01-04,2025-01-18,273,Yes,14.0,Yes
PO101234,M0187,V049,2025-05-07,2025-05-16,408,Yes,9.0,Yes
PO101235,M0065,V027,2025-02-25,2025-03-05,58,Yes,8.0,Yes
PO101236,M0199,V015,2025-08-28,2025-09-12,328,Yes,15.0,Yes
PO101237,M0115,V039,2025-03-18,2025-05-12,498,Yes,55.0,Yes
PO101239,M0128,V043,2025-01-25,2025-03-09,109,Yes,43.0,Yes
PO101240,M0039,V040,2025-09-01,2025-10-23,279,Yes,52.0,Yes
PO101241,M0168,V001,2025-06-29,2025-08-25,174,Yes,57.0,Yes
PO101242,M0164,V030,2025-06-26,2025-08-06,328,Yes,41.0,Yes
PO101243,M0001,V025,2025-08-12,2025-09-04,264,Yes,23.0,Yes
PO101244,M0010,V030,2025-06-21,2025-07-24,315,Yes,33.0,Yes
PO101246,M0100,V028,2025-01-17,2025-02-20,111,Yes,34.0,Yes
PO101247,M0069,V040,2025-01-04,2025-02-22,187,Yes,49.0,Yes
PO101248,M0039,V040,2025-11-01,2025-11-25,269,Yes,24.0,Yes
PO101249,M0180,V007,2025-04-26,2025-06-14,423,Yes,49.0,Yes
PO101250,M0085,V022,2025-07-11,2025-08-10,229,Yes,30.0,Yes
PO101251,M0101,V042,2025-03-20,2025-04-11,497,Yes,22.0,Yes
PO101252,M0148,V044,2025-01-15,2025-02-21,156,Yes,37.0,Yes
PO101254,M0132,V002,2025-05-19,2025-06-24,189,Yes,36.0,Yes
PO101255,M0182,V030,2025-03-09,2025-04-11,272,Yes,33.0,Yes
PO101256,M0198,V034,2025-01-27,2025-02-06,375,Yes,10.0,Yes
PO101257,M0126,V022,2025-03-23,2025-05-05,2,Yes,43.0,Yes
PO101258,M0123,V038,2025-01-08,2025-01-15,246,Yes,7.0,Yes
PO101259,M0112,V013,2025-04-15,2025-05-22,210,No,,Yes
PO101260,M0104,V007,2025-02-07,2025-03-31,401,Yes,52.0,Yes
PO101261,M0187,V007,2025-07-11,2025-08-05,286,Yes,25.0,Yes
PO101262,M0200,V001,2025-02-14,2025-03-29,359,Yes,43.0,Yes
PO101263,M0018,V039,2025-03-14,2025-04-04,13,Yes,21.0,Yes
PO101264,M0139,V046,2025-01-02,2025-01-08,96,Yes,6.0,Yes
PO101265,M0058,V005,2025-01-10,2025-01-20,498,Yes,10.0,Yes
PO101266,M0001,V038,2025-03-01,2025-03-20,221,Yes,19.0,Yes
PO101268,M0177,V013,2025-04-20,2025-06-17,94,Yes,58.0,Yes
PO101269,M0200,V037,2025-02-11,2025-04-12,338,Yes,60.0,Yes
PO101270,M0124,V009,2025-05-23,2025-07-03,269,Yes,41.0,Yes
PO101271,M0032,V041,2025-08-25,2025-10-06,171,Yes,42.0,Yes
PO101272,M0146,V033,2025-07-01,2025-07-07,469,Yes,6.0,Yes
PO101273,M0138,V017,2025-01-05,2025-02-27,94,Yes,53.0,Yes
PO101274,M0092,V023,2025-03-20,2025-05-07,149,Yes,48.0,Yes
PO101275,M0086,V027,2025-01-14,2025-03-12,112,Yes,57.0,Yes
PO101276,M0175,V031,2025-02-03,2025-02-25,55,Yes,22.0,Yes
PO101277,M0078,V047,2026-06-03,2026-07-14,337,Yes,41.0,Yes
PO101278,M0103,V040,2025-01-19,2025-01-26,424,Yes,7.0,Yes
PO101279,M0015,V029,2025-03-24,2025-05-16,467,Yes,53.0,Yes
PO101280,M0162,V012,2025-04-26,2025-06-18,116,Yes,53.0,Yes
PO101281,M0166,V016,2025-05-26,2025-06-11,143,Yes,16.0,Yes
PO101282,M0024,V009,2025-04-09,2025-05-12,201,No,,Yes
PO101284,M0137,V003,2025-02-17,2025-04-04,202,Yes,46.0,Yes
PO101285,M0088,V004,2025-03-29,2025-05-01,364,Yes,33.0,Yes
PO101286,M0021,V009,2025-01-12,2025-02-03,479,Yes,22.0,Yes
PO101287,M0118,V020,2025-02-21,2025-03-09,53,Yes,16.0,Yes
PO101288,M0195,V038,2025-01-05,2025-02-16,471,Yes,42.0,Yes
PO101289,M0197,V028,2025-01-10,2025-02-11,384,Yes,32.0,Yes
PO101290,M0075,V033,2025-03-02,2025-04-16,180,Yes,45.0,Yes
PO101291,M0166,V042,2025-01-18,2025-03-16,414,Yes,57.0,Yes
PO101292,M0052,V049,2025-04-11,2025-05-17,417,Yes,36.0,Yes
PO101293,M0046,V023,2025-05-21,2025-05-31,313,Yes,10.0,Yes
PO101294,M0142,V020,2025-07-13,2025-08-17,308,Yes,35.0,Yes
PO101295,M0011,V038,2025-01-27,2025-02-23,137,Yes,27.0,Yes
PO101296,M0099,V035,2025-01-22,2025-02-22,182,Yes,31.0,Yes
PO101297,M0170,V050,2025-01-14,2025-02-09,367,Yes,26.0,Yes
PO101298,M0049,V010,2025-05-02,2025-05-27,1,Yes,25.0,Yes
PO101299,M0077,V010,2025-05-28,2025-07-14,44,Yes,47.0,Yes
PO101300,M0179,V031,2025-01-04,2025-01-15,227,Yes,11.0,Yes
PO101301,M0100,V020,2025-11-27,2026-01-25,331,Yes,59.0,Yes
PO101302,M0028,V039,2025-01-07,2025-01-22,98,Yes,15.0,Yes
PO101303,M0162,V022,2025-04-04,2025-04-30,208,Yes,26.0,Yes
PO101304,M0177,V019,2025-05-29,2025-07-04,265,No,,Yes
PO101305,M0092,V024,2025-09-03,2025-10-22,288,Yes,49.0,Yes
PO101306,M0125,V001,2025-05-31,2025-07-06,271,Yes,36.0,Yes
PO101307,M0022,V034,2025-07-14,2025-08-06,140,Yes,23.0,Yes
PO101308,M0162,V038,2025-02-19,2025-04-07,481,Yes,47.0,Yes
PO101309,M0113,V043,2025-07-22,2025-08-21,237,Yes,30.0,Yes
PO101310,M0189,V044,2025-01-11,2025-03-09,462,Yes,57.0,Yes
PO101311,M0049,V010,2025-09-28,2025-11-20,441,Yes,53.0,Yes
PO101312,M0036,V004,2025-04-06,2025-05-16,392,Yes,40.0,Yes
PO101313,M0010,V016,2025-07-23,2025-07-30,72,Yes,7.0,Yes
PO101314,M0050,V033,2025-03-14,2025-04-17,155,Yes,34.0,Yes
PO101316,M0185,V036,2025-03-31,2025-04-25,268,Yes,25.0,Yes
PO101317,M0152,V004,2025-06-07,2025-06-28,321,Yes,21.0,Yes
PO101318,M0062,V028,2025-01-11,2025-02-05,107,Yes,25.0,Yes
PO101319,M0126,V023,2025-01-08,2025-01-20,232,Yes,12.0,Yes
PO101320,M0100,V013,2025-02-04,2025-03-30,42,Yes,54.0,Yes
PO101321,M0017,V013,2025-01-21,2025-02-20,190,Yes,30.0,Yes
PO101322,M0139,V041,2025-09-04,2025-11-03,371,Yes,60.0,Yes
PO101323,M0165,V013,2025-01-30,2025-03-08,139,Yes,37.0,Yes
PO101325,M0128,V005,2025-02-19,2025-02-24,171,Yes,5.0,Yes
PO101326,M0137,V022,2025-01-25,2025-03-13,351,Yes,47.0,Yes
PO101327,M0116,V013,2025-07-07,2025-09-05,273,Yes,60.0,Yes
PO101328,M0005,V043,2025-05-10,2025-06-18,481,Yes,39.0,Yes
PO101329,M0010,V031,2025-03-24,2025-04-27,416,Yes,34.0,Yes
PO101330,M0087,V045,2025-04-08,2025-05-09,221,Yes,31.0,Yes
PO101331,M0015,V045,2025-06-02,2025-06-10,213,Yes,8.0,Yes
PO101332,M0087,V030,2025-02-01,2025-02-18,341,Yes,17.0,Yes
PO101333,M0185,V039,2026-11-05,2026-12-13,424,Yes,38.0,Yes
PO101334,M0011,V045,2026-03-18,2026-04-15,407,Yes,28.0,Yes
PO101335,M0104,V022,2025-05-07,2025-06-18,56,No,,Yes
PO101336,M0031,V038,2025-01-27,2025-03-21,390,Yes,53.0,Yes
PO101337,M0055,V037,2025-05-17,2025-06-22,342,Yes,36.0,Yes
PO101338,M0168,V022,2025-01-09,2025-02-23,434,Yes,45.0,Yes
PO101339,M0171,V040,2025-01-04,2025-02-06,102,Yes,33.0,Yes
PO101340,M0134,V020,2025-02-05,2025-03-30,421,Yes,53.0,Yes
PO101341,M0118,V027,2025-03-16,2025-03-24,493,Yes,8.0,Yes
PO101342,M0174,V022,2025-09-01,2025-09-19,192,Yes,18.0,Yes
PO101343,M0138,V011,2025-06-05,2025-06-27,499,Yes,22.0,Yes
PO101344,M0039,V007,2025-06-12,2025-07-22,310,Yes,40.0,Yes
PO101345,M0190,V030,2025-03-08,2025-03-21,200,Yes,13.0,Yes
PO101347,M0060,V003,2025-02-25,2025-03-30,433,Yes,33.0,Yes
PO101348,M0019,V032,2026-06-12,2026-07-31,227,Yes,49.0,Yes
PO101349,M0010,V015,2025-01-05,2025-02-10,371,Yes,36.0,Yes
PO101350,M0189,V001,2025-08-31,2025-09-12,139,Yes,12.0,Yes
PO101351,M0037,V041,2025-04-14,2025-04-20,344,Yes,6.0,Yes
PO101352,M0126,V015,2025-03-11,2025-04-25,305,Yes,45.0,Yes
PO101353,M0168,V045,2025-06-05,2025-07-18,149,Yes,43.0,Yes
PO101354,M0005,V015,2025-03-22,2025-05-17,115,Yes,56.0,Yes
PO101355,M0121,V030,2025-09-06,2025-09-26,450,Yes,20.0,Yes
PO101356,M0159,V040,2025-10-05,2025-11-24,63,Yes,50.0,Yes
PO101357,M0012,V014,2025-03-07,2025-03-22,104,Yes,15.0,Yes
PO101358,M0063,V016,2025-02-08,2025-03-04,339,Yes,24.0,Yes
PO101359,M0180,V031,2025-04-18,2025-05-28,359,Yes,40.0,Yes
PO101360,M0167,V048,2025-10-20,2025-10-25,156,Yes,5.0,Yes
PO101361,M0034,V050,2025-01-29,2025-03-10,273,Yes,40.0,Yes
PO101363,M0045,V022,2025-04-30,2025-05-10,147,Yes,10.0,Yes
PO101365,M0013,V048,2025-01-17,2025-03-16,486,Yes,58.0,Yes
PO101366,M0079,V025,2025-05-31,2025-06-12,28,Yes,12.0,Yes
PO101367,M0025,V014,2025-10-15,2025-11-18,450,Yes,34.0,Yes
PO101368,M0117,V026,2025-01-24,2025-02-05,38,Yes,12.0,Yes
PO101369,M0157,V012,2025-02-02,2025-03-20,119,Yes,46.0,Yes
PO101371,M0152,V001,2025-01-24,2025-02-07,371,Yes,14.0,Yes
PO101372,M0017,V024,2025-08-20,2025-09-25,244,Yes,36.0,Yes
PO101373,M0028,V001,2025-03-23,2025-05-12,68,Yes,50.0,Yes
PO101374,M0030,V005,2025-02-04,2025-02-27,214,Yes,23.0,Yes
PO101375,M0128,V023,2025-09-03,2025-10-10,218,Yes,37.0,Yes
PO101376,M0153,V002,2025-03-12,2025-05-01,177,Yes,50.0,Yes
PO101377,M0158,V036,2025-03-28,2025-04-19,299,Yes,22.0,Yes
PO101378,M0057,V008,2025-02-23,2025-03-26,164,Yes,31.0,Yes
PO101379,M0017,V010,2025-04-18,2025-06-15,58,Yes,58.0,Yes
PO101380,M0052,V019,2025-01-22,2025-02-26,269,Yes,35.0,Yes
PO101381,M0110,V029,2025-03-01,2025-04-05,308,Yes,35.0,Yes
PO101382,M0087,V013,2026-02-23,2026-03-15,58,Yes,20.0,Yes
PO101383,M0189,V041,2025-02-05,2025-03-11,288,Yes,34.0,Yes
PO101384,M0174,V038,2025-05-09,2025-06-18,465,Yes,40.0,Yes
PO101385,M0103,V049,2025-02-17,2025-03-03,105,Yes,14.0,Yes
PO101386,M0084,V024,2025-06-28,2025-07-27,228,Yes,29.0,Yes
PO101387,M0031,V003,2025-01-17,2025-02-03,247,Yes,17.0,Yes
PO101388,M0176,V002,2026-02-25,2026-04-09,188,Yes,43.0,Yes
PO101389,M0148,V013,2025-03-14,2025-04-20,494,Yes,37.0,Yes
PO101390,M0140,V013,2025-02-02,2025-03-26,83,Yes,52.0,Yes
PO101391,M0036,V019,2025-01-10,2025-01-23,186,Yes,13.0,Yes
PO101392,M0083,V012,2025-01-23,2025-03-24,252,Yes,60.0,Yes
PO101393,M0055,V015,2025-03-30,2025-04-08,355,Yes,9.0,Yes
PO101394,M0196,V017,2025-02-19,2025-03-13,238,Yes,22.0,Yes
PO101395,M0012,V047,2025-07-31,2025-09-23,360,Yes,54.0,Yes
PO101396,M0152,V012,2025-03-09,2025-05-03,184,Yes,55.0,Yes
PO101397,M0045,V022,2025-02-04,2025-04-04,284,Yes,59.0,Yes
PO101398,M0086,V036,2025-04-26,2025-05-27,385,Yes,31.0,Yes
PO101399,M0017,V016,2025-05-28,2025-06-23,426,Yes,26.0,Yes
PO101400,M0031,V012,2025-01-22,2025-03-18,210,Yes,55.0,Yes
PO101401,M0071,V013,2025-01-23,2025-03-01,304,Yes,37.0,Yes
PO101402,M0037,V002,2025-01-05,2025-01-27,296,Yes,22.0,Yes
PO101403,M0194,V012,2025-06-09,2025-08-05,97,Yes,57.0,Yes
PO101404,M0107,V017,2025-05-11,2025-05-16,447,Yes,5.0,Yes
PO101405,M0044,V007,2025-03-19,2025-04-11,460,Yes,23.0,Yes
PO101406,M0179,V002,2025-08-12,2025-10-02,456,Yes,51.0,Yes
PO101407,M0095,V044,2025-07-16,2025-08-16,472,No,,Yes
PO101408,M0142,V009,2025-04-16,2025-06-13,208,Yes,58.0,Yes
PO101409,M0043,V025,2025-09-01,2025-10-13,370,Yes,42.0,Yes
PO101410,M0113,V042,2025-01-28,2025-03-11,388,Yes,42.0,Yes
PO101412,M0149,V008,2025-02-07,2025-03-15,492,Yes,36.0,Yes
PO101413,M0011,V022,2025-01-08,2025-03-09,411,Yes,60.0,Yes
PO101414,M0035,V014,2025-04-01,2025-04-15,137,Yes,14.0,Yes
PO101415,M0026,V020,2025-11-28,2025-12-31,367,Yes,33.0,Yes
PO101416,M0162,V030,2025-01-05,2025-02-13,400,Yes,39.0,Yes
PO101417,M0157,V016,2025-01-16,2025-02-20,184,Yes,35.0,Yes
PO101418,M0097,V024,2025-03-14,2025-04-10,76,Yes,27.0,Yes
PO101420,M0041,V024,2025-02-15,2025-03-27,472,Yes,40.0,Yes
PO101421,M0005,V043,2025-03-26,2025-05-18,375,Yes,53.0,Yes
PO101422,M0125,V011,2025-01-06,2025-02-14,142,Yes,39.0,Yes
PO101423,M0021,V034,2025-01-20,2025-02-18,237,Yes,29.0,Yes
PO101425,M0002,V040,2026-02-07,2026-03-04,290,Yes,25.0,Yes
PO101426,M0046,V028,2025-01-01,2025-03-02,67,Yes,60.0,Yes
PO101427,M0023,V046,2025-12-30,2026-01-16,250,Yes,17.0,Yes
PO101428,M0181,V005,2025-05-03,2025-06-21,408,Yes,49.0,Yes
PO101429,M0167,V008,2025-08-31,2025-09-20,118,Yes,20.0,Yes
PO101430,M0152,V010,2025-03-14,2025-04-24,490,Yes,41.0,Yes
PO101431,M0073,V009,2025-03-28,2025-04-26,73,Yes,29.0,Yes
PO101433,M0178,V013,2025-05-12,2025-07-10,404,Yes,59.0,Yes
PO101434,M0198,V013,2025-01-19,2025-03-14,448,Yes,54.0,Yes
PO101435,M0122,V035,2025-01-04,2025-02-04,360,Yes,31.0,Yes
PO101436,M0178,V025,2025-02-14,2025-02-21,10,Yes,7.0,Yes
PO101437,M0033,V045,2025-05-27,2025-06-21,211,Yes,25.0,Yes
PO101438,M0053,V024,2025-01-28,2025-03-21,323,Yes,52.0,Yes
PO101439,M0037,V021,2025-05-15,2025-06-19,152,Yes,35.0,Yes
PO101440,M0164,V039,2026-02-25,2026-04-16,5,Yes,50.0,Yes
PO101441,M0070,V028,2025-01-12,2025-03-09,195,Yes,56.0,Yes
PO101442,M0134,V041,2025-05-14,2025-06-12,442,Yes,29.0,Yes
PO101443,M0116,V016,2025-03-12,2025-04-10,283,Yes,29.0,Yes
PO101444,M0106,V003,2025-09-01,2025-10-18,464,Yes,47.0,Yes
PO101445,M0062,V049,2025-01-24,2025-03-20,113,Yes,55.0,Yes
PO101446,M0045,V040,2025-05-22,2025-07-18,271,Yes,57.0,Yes
PO101447,M0157,V038,2025-08-07,2025-09-22,163,Yes,46.0,Yes
PO101448,M0178,V013,2025-12-14,2025-12-28,460,Yes,14.0,Yes
PO101449,M0010,V035,2025-05-18,2025-06-23,105,Yes,36.0,Yes
PO101450,M0153,V019,2025-03-24,2025-03-31,181,Yes,7.0,Yes
PO101452,M0184,V010,2025-09-01,2025-10-08,282,Yes,37.0,Yes
PO101453,M0128,V021,2025-04-12,2025-05-24,175,Yes,42.0,Yes
PO101454,M0157,V016,2025-01-04,2025-01-30,162,Yes,26.0,Yes
PO101455,M0023,V004,2025-11-17,2026-01-16,471,Yes,60.0,Yes
PO101456,M0161,V041,2025-05-21,2025-06-01,351,Yes,11.0,Yes
PO101458,M0090,V018,2025-01-30,2025-03-30,340,Yes,59.0,Yes
PO101459,M0108,V009,2025-05-10,2025-06-12,140,Yes,33.0,Yes
PO101460,M0002,V033,2025-03-02,2025-03-13,471,Yes,11.0,Yes
PO101461,M0143,V038,2025-05-07,2025-06-14,132,Yes,38.0,Yes
PO101462,M0061,V032,2025-01-14,2025-02-17,87,Yes,34.0,Yes
PO101463,M0050,V014,2025-05-09,2025-05-14,176,Yes,5.0,Yes
PO101464,M0031,V047,2027-06-13,2027-08-03,183,Yes,51.0,Yes
PO101465,M0136,V006,2025-01-06,2025-01-20,368,Yes,14.0,Yes
PO101467,M0159,V031,2025-03-04,2025-05-03,246,Yes,60.0,Yes
PO101469,M0195,V043,2025-07-03,2025-07-17,66,Yes,14.0,Yes
PO101470,M0139,V040,2025-04-11,2025-04-20,158,Yes,9.0,Yes
PO101471,M0130,V005,2025-06-10,2025-07-15,387,Yes,35.0,Yes
PO101472,M0057,V011,2025-09-10,2025-11-04,378,Yes,55.0,Yes
PO101473,M0119,V033,2025-03-04,2025-03-25,149,Yes,21.0,Yes
PO101474,M0198,V025,2025-02-17,2025-03-15,473,Yes,26.0,Yes
PO101475,M0161,V049,2025-05-13,2025-06-26,340,Yes,44.0,Yes
PO101476,M0169,V042,2025-07-17,2025-09-04,433,Yes,49.0,Yes
PO101477,M0054,V049,2025-06-22,2025-07-22,116,Yes,30.0,Yes
PO101478,M0071,V033,2025-07-11,2025-08-26,214,Yes,46.0,Yes
PO101479,M0014,V024,2025-03-10,2025-03-20,469,Yes,10.0,Yes
PO101480,M0050,V032,2025-07-24,2025-09-21,446,Yes,59.0,Yes
PO101481,M0029,V034,2025-01-16,2025-02-11,481,Yes,26.0,Yes
PO101482,M0039,V030,2025-04-05,2025-06-03,372,Yes,59.0,Yes
PO101483,M0176,V012,2025-01-01,2025-02-18,294,Yes,48.0,Yes
PO101484,M0122,V021,2025-02-17,2025-04-17,253,Yes,59.0,Yes
PO101485,M0128,V046,2025-02-24,2025-04-04,143,Yes,39.0,Yes
