shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier,is_shipments_qty_given
S503901,PO100794,2025-02-20,350.0,UPS,Yes
S503902,PO100202,2025-02-20,283.0,Sea,Yes
S503903,PO100324,2026-01-18,120.0,UPS,Yes
S503904,PO102872,2025-10-21,25.0,UPS,Yes
S503905,PO102291,2025-04-02,342.0,Sea,Yes
S503906,PO100326,2025-05-25,146.0,DHL,Yes
S503907,PO100986,2025-05-31,12.0,DHL,Yes
S503908,PO100760,2025-01-28,87.0,DHL,Yes
S503909,PO101036,2025-03-20,109.0,Rail,Yes
S503910,PO100906,2025-09-07,345.0,FedEx,Yes
S503911,PO101403,2025-08-15,266.0,DHL,Yes
S503912,PO100364,2026-02-25,222.0,Rail,Yes
S503913,PO101244,2025-07-21,74.0,FedEx,Yes
S503914,PO102120,2025-08-16,333.0,DHL,Yes
S503915,PO101648,2025-08-01,310.0,UPS,Yes
S503916,PO101069,2025-03-24,102.0,Local,Yes
S503917,PO100273,2025-12-02,137.0,DHL,Yes
S503918,PO102255,2025-05-18,191.0,Local,Yes
S503919,PO101952,2025-04-29,142.0,DHL,Yes
S503920,PO101884,2025-03-05,357.0,UPS,Yes
S503921,PO100123,2025-02-18,73.0,Local,Yes
S503922,PO101352,2025-05-04,328.0,Rail,Yes
S503923,PO102590,2025-09-14,167.0,UPS,Yes
S503924,PO101691,2025-05-17,168.0,Local,Yes
S503925,PO102107,2025-12-22,54.0,Local,Yes
S503926,PO102946,2025-06-07,259.0,Sea,Yes
S503927,PO102933,2025-05-27,111.0,Sea,Yes
S503928,PO102829,2025-03-12,232.0,UPS,Yes
S503929,PO100441,2026-07-09,161.0,UPS,Yes
S503930,PO101240,2025-11-05,352.0,UPS,Yes
S503931,PO100910,2025-06-23,327.0,FedEx,Yes
S503932,PO101025,2025-04-26,19.0,Rail,Yes
S503933,PO101559,2025-11-24,290.0,DHL,Yes
S503934,PO101741,2025-08-01,50.0,Sea,Yes
S503935,PO102879,2025-03-11,175.0,Local,Yes
S503936,PO101734,2025-02-13,302.0,Sea,Yes
S503937,PO100625,2025-03-27,184.0,DHL,Yes
S503938,PO101690,2025-02-15,185.0,UPS,Yes
S503939,PO100997,2025-02-24,339.0,Sea,Yes
S503940,PO102781,2025-09-12,307.0,Rail,Yes
S503941,PO100090,2025-03-18,310.0,Rail,Yes
S503942,PO102214,2025-08-02,346.0,FedEx,Yes
S503943,PO100206,2025-03-12,81.0,Sea,Yes
S503944,PO101088,2026-08-19,374.0,UPS,Yes
S503945,PO101911,2025-10-05,156.0,Local,Yes
S503946,PO100515,2025-02-09,275.0,FedEx,Yes
S503947,PO101180,2025-05-21,283.0,UPS,Yes
S503948,PO101792,2025-05-24,249.0,FedEx,Yes
S503949,PO102794,2025-04-13,147.0,Sea,Yes
S503950,PO102353,2025-10-11,7.0,DHL,Yes
S503951,PO101901,2025-01-28,157.0,Sea,Yes
S503952,PO102005,2025-07-19,171.0,UPS,Yes
S503953,PO100394,2025-03-25,69.0,Local,Yes
S503954,PO101097,2025-02-22,94.0,Local,Yes
S503955,PO100186,2025-09-17,369.0,UPS,Yes
S503956,PO101597,2025-02-20,363.0,FedEx,Yes
S503957,PO101591,2026-09-20,376.0,Rail,Yes
S503958,PO102670,2025-06-06,186.0,UPS,Yes
S503959,PO100729,2025-03-07,392.0,Sea,Yes
S503960,PO100239,2025-02-20,170.0,Local,Yes
S503961,PO102580,2025-03-10,204.0,DHL,Yes
S503962,PO100140,2026-02-28,42.0,Local,Yes
S503963,PO100138,2025-04-08,13.0,Rail,Yes
S503964,PO102506,2025-09-29,154.0,Local,Yes
S503965,PO100069,2026-08-09,274.0,Rail,Yes
S503966,PO100384,2025-06-26,298.0,UPS,Yes
S503967,PO100629,2025-02-14,51.0,Local,Yes
S503968,PO102245,2025-04-27,369.0,FedEx,Yes
S503969,PO100204,2025-05-15,212.0,Sea,Yes
S503970,PO101749,2025-01-31,144.0,FedEx,Yes
S503971,PO100567,2025-05-26,357.0,Sea,Yes
S503972,PO100981,2025-07-03,3.0,Local,Yes
S503973,PO100804,2025-04-05,254.0,Local,Yes
S503974,PO101710,2025-02-11,335.0,Sea,Yes
S503975,PO102906,2026-04-19,0.0,DHL,No
S503976,PO100881,2025-07-11,98.0,Local,Yes
S503977,PO102035,2025-04-16,173.0,DHL,Yes
S503978,PO100973,2025-05-13,150.0,DHL,Yes
S503979,PO100639,2025-05-04,279.0,Sea,Yes
S503980,PO101454,2025-02-05,59.0,DHL,Yes
S503981,PO100324,2026-01-23,113.0,DHL,Yes
S503982,PO100441,2026-07-24,324.0,UPS,Yes
S503983,PO100803,2025-05-21,243.0,FedEx,Yes
S503984,PO102335,2025-04-06,310.0,DHL,Yes
S503985,PO100225,2025-05-14,57.0,FedEx,Yes
S503986,PO101087,2025-03-19,367.0,DHL,Yes
S503987,PO100966,2025-08-01,60.0,FedEx,Yes
S503988,PO102985,2026-02-18,329.0,Local,Yes
S503989,PO100559,2025-05-15,216.0,Local,Yes
S503990,PO100713,2025-04-27,233.0,FedEx,Yes
S503991,PO100497,2025-03-01,55.0,DHL,Yes
S503992,PO102896,2025-05-06,373.0,UPS,Yes
S503993,PO102973,2025-07-23,208.0,FedEx,Yes
S503994,PO102107,2025-12-05,63.0,Rail,Yes
S503995,PO100256,2026-02-07,184.0,UPS,Yes
S503996,PO100576,2025-03-15,311.0,Rail,Yes
S503997,PO102286,2025-04-27,281.0,FedEx,Yes
S503998,PO100037,2025-01-26,26.0,DHL,Yes
S503999,PO102072,2025-03-26,177.0,Rail,Yes
S504000,PO100409,2025-03-04,63.0,FedEx,Yes
S504001,PO100460,2025-02-07,73.0,UPS,Yes
S504002,PO101440,2026-04-24,335.0,DHL,Yes
S504003,PO102404,2025-06-10,167.0,Rail,Yes
S504004,PO100382,2025-06-13,225.0,FedEx,Yes
S504005,PO101832,2025-05-23,65.0,DHL,Yes
S504006,PO100568,2025-12-01,69.0,DHL,Yes
S504007,PO101071,2025-03-06,9.0,Local,Yes
S504008,PO100432,2025-06-19,236.0,DHL,Yes
S504009,PO100055,2025-12-01,198.0,FedEx,Yes
S504010,PO102624,2025-04-10,173.0,UPS,Yes
S504011,PO102315,2025-02-09,282.0,Sea,Yes
S504012,PO102116,2025-04-29,28.0,Local,Yes
S504013,PO101751,2025-03-12,296.0,FedEx,Yes
S504014,PO102047,2025-06-22,399.0,FedEx,Yes
S504015,PO100901,2025-02-15,134.0,FedEx,Yes
S504016,PO101624,2025-02-25,27.0,Rail,Yes
S504017,PO102840,2025-04-26,38.0,Rail,Yes
S504018,PO100256,2026-01-23,196.0,UPS,Yes
S504019,PO100671,2025-11-18,203.0,FedEx,Yes
S504020,PO100489,2025-11-26,85.0,Rail,Yes
S504021,PO102793,2025-03-13,320.0,Rail,Yes
S504022,PO102096,2025-05-29,30.0,Rail,Yes
S504023,PO101682,2025-06-29,99.0,UPS,Yes
S504024,PO100315,2025-06-23,387.0,UPS,Yes
S504025,PO102460,2026-10-19,190.0,FedEx,Yes
S504026,PO100433,2025-02-12,12.0,Local,Yes
S504027,PO101025,2025-04-27,91.0,FedEx,Yes
S504028,PO101975,2026-01-28,30.0,Rail,Yes
S504029,PO101979,2025-08-13,213.0,Sea,Yes
S504030,PO101389,2025-04-18,38.0,Rail,Yes
S504031,PO100419,2025-07-27,341.0,DHL,Yes
S504032,PO101596,2025-03-29,60.0,Sea,Yes
S504033,PO101584,2026-08-30,294.0,Sea,Yes
S504034,PO100843,2026-04-11,360.0,FedEx,Yes
S504035,PO101467,2025-04-28,143.0,Rail,Yes
S504036,PO102963,2026-05-15,180.0,Rail,Yes
S504037,PO100433,2025-02-19,285.0,Local,Yes
S504038,PO102690,2025-05-19,112.0,DHL,Yes
S504039,PO101578,2025-05-30,230.0,FedEx,Yes
S504040,PO102104,2025-08-31,21.0,UPS,Yes
S504041,PO100963,2025-05-19,145.0,FedEx,Yes
S504042,PO100976,2025-06-06,146.0,Sea,Yes
S504043,PO100045,2025-06-11,375.0,FedEx,Yes
S504044,PO101193,2025-05-27,316.0,Local,Yes
S504045,PO100416,2025-03-23,166.0,FedEx,Yes
S504046,PO100847,2027-01-11,140.0,Local,Yes
S504047,PO102186,2025-09-25,203.0,Sea,Yes
S504048,PO100246,2025-04-23,244.0,Local,Yes
S504049,PO100229,2025-05-24,113.0,Rail,Yes
S504050,PO100791,2025-06-05,201.0,UPS,Yes
S504051,PO100636,2025-05-03,385.0,Sea,Yes
S504052,PO102421,2025-02-04,314.0,Local,Yes
S504053,PO100737,2025-09-03,259.0,DHL,Yes
S504054,PO101088,2026-08-24,255.0,Sea,Yes
S504055,PO100087,2025-06-16,23.0,DHL,Yes
S504056,PO100712,2025-05-31,393.0,UPS,Yes
S504057,PO101749,2025-02-04,246.0,Local,Yes
S504058,PO101227,2025-04-04,339.0,Sea,Yes
S504059,PO101936,2025-04-21,311.0,Sea,Yes
S504060,PO101405,2025-04-08,366.0,UPS,Yes
S504061,PO100600,2025-03-20,372.0,Rail,Yes
S504062,PO101499,2025-10-14,318.0,DHL,Yes
S504063,PO102586,2025-02-14,87.0,Sea,Yes
S504064,PO100213,2025-02-19,0.0,FedEx,No
S504065,PO102121,2025-05-23,356.0,DHL,Yes
S504066,PO102108,2025-03-25,27.0,Local,Yes
S504067,PO100697,2025-06-04,290.0,UPS,Yes
S504068,PO101242,2025-08-03,289.0,DHL,Yes
S504069,PO102059,2025-05-24,348.0,FedEx,Yes
S504070,PO102861,2025-04-13,223.0,FedEx,Yes
S504071,PO102079,2025-07-19,352.0,UPS,Yes
S504072,PO101183,2026-01-03,178.0,UPS,Yes
S504073,PO101000,2025-03-30,148.0,DHL,Yes
S504074,PO100236,2025-04-01,227.0,Local,Yes
S504075,PO101204,2025-05-03,351.0,Rail,Yes
S504076,PO102605,2025-05-08,186.0,FedEx,Yes
S504077,PO101481,2025-02-09,294.0,UPS,Yes
S504078,PO101103,2026-01-07,41.0,Rail,Yes
S504079,PO100646,2025-05-19,393.0,Rail,Yes
S504080,PO102867,2025-07-28,393.0,Rail,Yes
S504081,PO100472,2025-05-15,191.0,Local,Yes
S504082,PO100111,2025-03-03,79.0,UPS,Yes
S504083,PO101845,2025-02-06,0.0,FedEx,No
S504084,PO101654,2025-05-15,384.0,UPS,Yes
S504085,PO100382,2025-06-22,278.0,DHL,Yes
S504086,PO100016,2025-02-19,272.0,FedEx,Yes
S504087,PO100492,2025-03-25,32.0,UPS,Yes
S504088,PO102973,2025-07-16,142.0,FedEx,Yes
S504089,PO101896,2025-06-12,251.0,DHL,Yes
S504090,PO101509,2025-08-25,294.0,Sea,Yes
S504091,PO100116,2025-08-03,98.0,FedEx,Yes
S504092,PO101578,2025-06-04,136.0,Sea,Yes
S504093,PO100879,2025-03-23,277.0,Rail,Yes
S504094,PO102162,2025-04-21,312.0,Local,Yes
S504095,PO101818,2025-05-22,302.0,DHL,Yes
S504096,PO101572,2025-08-06,43.0,FedEx,Yes
S504097,PO102861,2025-04-09,120.0,DHL,Yes
S504098,PO101648,2025-08-06,220.0,Rail,Yes
S504099,PO100643,2025-04-12,46.0,Sea,Yes
S504100,PO101359,2025-06-14,236.0,Local,Yes
S504101,PO100335,2025-02-11,48.0,DHL,Yes
S504102,PO102969,2025-04-01,198.0,Sea,Yes
S504103,PO100146,2025-06-09,84.0,Rail,Yes
S504104,PO100121,2025-11-27,31.0,Rail,Yes
S504105,PO100080,2025-11-05,161.0,Rail,Yes
S504106,PO102732,2025-02-05,71.0,Sea,Yes
S504107,PO102709,2025-04-19,8.0,FedEx,Yes
S504108,PO102422,2025-07-19,386.0,UPS,Yes
S504109,PO102110,2025-02-18,52.0,DHL,Yes
S504110,PO100503,2025-08-31,45.0,UPS,Yes
S504111,PO100667,2025-03-09,293.0,Rail,Yes
S504112,PO102496,2025-06-11,300.0,UPS,Yes
S504113,PO102915,2025-06-20,373.0,Sea,Yes
S504114,PO101444,2025-10-22,38.0,Rail,Yes
S504115,PO101345,2025-04-05,355.0,Rail,Yes
S504116,PO102727,2025-04-09,380.0,Local,Yes
S504117,PO101189,2025-06-22,231.0,Local,Yes
S504118,PO101620,2025-04-05,262.0,Sea,Yes
S504119,PO101980,2025-03-02,68.0,Sea,Yes
S504120,PO101672,2025-09-13,179.0,UPS,Yes
S504121,PO102508,2025-09-09,357.0,DHL,Yes
S504122,PO100458,2025-01-31,186.0,UPS,Yes
S504123,PO101212,2025-04-08,201.0,Sea,Yes
S504124,PO100463,2025-06-18,390.0,DHL,Yes
S504125,PO100911,2025-03-26,13.0,UPS,Yes
S504126,PO102426,2025-02-05,214.0,FedEx,Yes
S504127,PO101025,2025-04-23,220.0,FedEx,Yes
S504128,PO102411,2025-01-28,286.0,DHL,Yes
S504129,PO100071,2025-04-14,244.0,Local,Yes
S504130,PO101450,2025-03-30,356.0,DHL,Yes
S504131,PO102685,2025-02-20,258.0,UPS,Yes
S504132,PO101193,2025-05-09,58.0,Rail,Yes
S504133,PO101848,2025-11-13,36.0,FedEx,Yes
S504134,PO102384,2025-04-26,328.0,Rail,Yes
S504135,PO102022,2026-01-13,393.0,FedEx,Yes
S504136,PO102242,2025-05-12,382.0,UPS,Yes
S504137,PO101011,2026-07-05,193.0,FedEx,Yes
S504138,PO100652,2025-06-09,333.0,DHL,Yes
S504139,PO101298,2025-05-26,50.0,Rail,Yes
S504140,PO100006,2025-01-26,32.0,Sea,Yes
S504141,PO100904,2025-05-03,98.0,Rail,Yes
S504142,PO102028,2025-03-10,43.0,UPS,Yes
S504143,PO102613,2025-06-26,381.0,Sea,Yes
S504144,PO100615,2025-12-06,351.0,Rail,Yes
S504145,PO101873,2025-09-06,334.0,UPS,Yes
S504146,PO102620,2025-09-11,310.0,Local,Yes
S504147,PO102646,2026-02-02,47.0,DHL,Yes
S504148,PO100769,2025-09-02,270.0,FedEx,Yes
S504149,PO102289,2025-03-25,311.0,FedEx,Yes
S504150,PO101566,2025-06-20,0.0,FedEx,No
S504151,PO101485,2025-04-14,19.0,Local,Yes
S504152,PO101440,2026-04-24,347.0,DHL,Yes
S504153,PO100765,2025-06-06,393.0,Rail,Yes
S504154,PO100383,2025-10-13,101.0,Rail,Yes
S504155,PO102438,2025-05-12,37.0,DHL,Yes
S504156,PO102943,2025-07-07,107.0,Sea,Yes
S504157,PO100687,2025-04-21,92.0,DHL,Yes
S504158,PO101149,2025-09-21,308.0,FedEx,Yes
S504159,PO100046,2025-03-22,185.0,Rail,Yes
S504160,PO101972,2025-04-02,216.0,DHL,Yes
S504161,PO102666,2025-02-05,28.0,Rail,Yes
S504162,PO100463,2025-06-30,36.0,DHL,Yes
S504163,PO101872,2025-05-04,372.0,UPS,Yes
S504164,PO100122,2025-03-05,320.0,FedEx,Yes
S504165,PO102181,2025-03-09,18.0,DHL,Yes
S504166,PO101642,2025-04-23,345.0,Local,Yes
S504167,PO100840,2025-03-02,196.0,DHL,Yes
S504168,PO101585,2025-03-06,78.0,UPS,Yes
S504169,PO102896,2025-05-03,167.0,Local,Yes
S504170,PO102654,2025-07-03,90.0,Local,Yes
S504171,PO101803,2025-04-06,264.0,DHL,Yes
S504172,PO100022,2025-03-23,208.0,UPS,Yes
S504173,PO100565,2025-06-07,212.0,Local,Yes
S504174,PO101909,2025-02-20,271.0,FedEx,Yes
S504175,PO102813,2025-02-21,263.0,Sea,Yes
S504176,PO100964,2025-04-02,273.0,FedEx,Yes
S504177,PO102282,2025-05-07,342.0,Rail,Yes
S504178,PO100995,2025-01-28,214.0,Rail,Yes
S504179,PO101187,2025-02-06,374.0,UPS,Yes
S504180,PO101794,2025-02-06,64.0,Local,Yes
S504181,PO100825,2026-01-12,12.0,FedEx,Yes
S504182,PO100215,2025-04-03,0.0,FedEx,No
S504183,PO100656,2025-03-14,312.0,Sea,Yes
S504184,PO102982,2025-07-20,174.0,UPS,Yes
S504185,PO101113,2025-04-24,256.0,Local,Yes
S504186,PO101987,2025-04-07,101.0,UPS,Yes
S504187,PO100310,2025-03-21,16.0,DHL,Yes
S504188,PO100556,2025-02-07,197.0,FedEx,Yes
S504189,PO102304,2026-01-04,258.0,UPS,Yes
S504190,PO102580,2025-03-20,384.0,UPS,Yes
S504191,PO101556,2025-06-10,244.0,Sea,Yes
S504192,PO100051,2025-08-13,0.0,DHL,No
S504193,PO101361,2025-03-15,249.0,Rail,Yes
S504194,PO101194,2025-02-14,105.0,FedEx,Yes
S504195,PO101648,2025-08-05,182.0,Sea,Yes
S504196,PO102347,2025-03-19,155.0,UPS,Yes
S504197,PO100671,2025-11-16,287.0,FedEx,Yes
S504198,PO100777,2025-07-26,169.0,Rail,Yes
S504199,PO100831,2025-04-09,47.0,UPS,Yes
S504200,PO102279,2025-02-25,43.0,DHL,Yes
S504201,PO101860,2025-07-16,321.0,FedEx,Yes
S504202,PO101529,2025-05-29,306.0,Sea,Yes
S504203,PO102075,2025-10-10,221.0,DHL,Yes
S504204,PO101972,2025-03-30,1.0,Rail,Yes
S504205,PO101074,2026-07-14,200.0,Rail,Yes
S504206,PO101716,2025-01-18,144.0,FedEx,Yes
S504207,PO101283,2025-02-05,378.0,Rail,Yes
S504208,PO100590,2025-03-13,28.0,Local,Yes
S504209,PO102832,2025-01-28,342.0,Sea,Yes
S504210,PO102667,2025-07-05,338.0,FedEx,Yes
S504211,PO101986,2025-07-17,278.0,Local,Yes
S504212,PO102633,2025-02-23,41.0,Rail,Yes
S504213,PO101001,2025-06-02,332.0,FedEx,Yes
S504214,PO102231,2025-02-22,147.0,Local,Yes
S504215,PO101046,2025-03-11,345.0,Rail,Yes
S504216,PO102176,2025-03-14,178.0,UPS,Yes
S504217,PO102338,2025-02-09,315.0,UPS,Yes
S504218,PO101855,2025-03-05,325.0,DHL,Yes
S504219,PO100500,2025-06-20,167.0,UPS,Yes
S504220,PO102233,2025-08-20,123.0,Local,Yes
S504221,PO100478,2026-03-23,74.0,Sea,Yes
S504222,PO101594,2025-06-18,239.0,UPS,Yes
S504223,PO102539,2025-08-27,249.0,FedEx,Yes
S504224,PO100512,2025-12-16,263.0,FedEx,Yes
S504225,PO102514,2025-06-17,252.0,FedEx,Yes
S504226,PO102332,2025-06-19,357.0,UPS,Yes
S504227,PO100600,2025-03-30,111.0,UPS,Yes
S504228,PO101440,2026-04-21,180.0,DHL,Yes
S504229,PO101123,2025-08-05,188.0,Sea,Yes
S504230,PO100188,2025-05-23,308.0,Sea,Yes
S504231,PO100988,2025-03-13,207.0,Rail,Yes
S504232,PO102937,2025-06-13,0.0,DHL,No
S504233,PO101881,2025-09-28,24.0,Local,Yes
S504234,PO100387,2025-02-12,26.0,FedEx,Yes
S504235,PO102288,2025-05-06,381.0,UPS,Yes
S504236,PO101805,2025-07-03,218.0,Rail,Yes
S504237,PO102033,2026-03-29,346.0,Rail,Yes
S504238,PO101754,2026-05-05,378.0,UPS,Yes
S504239,PO102464,2025-06-02,10.0,DHL,Yes
S504240,PO102223,2025-03-26,17.0,Rail,Yes
S504241,PO100386,2025-03-22,245.0,Sea,Yes
S504242,PO101494,2025-05-09,206.0,DHL,Yes
S504243,PO100852,2025-03-09,258.0,UPS,Yes
S504244,PO102710,2025-08-11,112.0,DHL,Yes
S504245,PO100451,2025-05-25,205.0,Sea,Yes
S504246,PO102324,2025-09-16,27.0,FedEx,Yes
S504247,PO101758,2025-02-13,71.0,UPS,Yes
S504248,PO100212,2025-06-07,176.0,Sea,Yes
S504249,PO100040,2025-02-14,202.0,UPS,Yes
S504250,PO101145,2025-11-08,248.0,Sea,Yes
S504251,PO102341,2025-03-12,118.0,Sea,Yes
S504252,PO100599,2025-02-16,9.0,Rail,Yes
S504253,PO102024,2025-04-16,86.0,Rail,Yes
S504254,PO102588,2025-04-16,23.0,Rail,Yes
S504255,PO102030,2025-02-25,240.0,FedEx,Yes
S504256,PO101782,2025-04-12,73.0,FedEx,Yes
S504257,PO101851,2025-09-27,27.0,Sea,Yes
S504258,PO102498,2026-05-12,349.0,Local,Yes
S504259,PO101779,2025-10-18,81.0,UPS,Yes
S504260,PO102837,2025-01-31,84.0,Rail,Yes
S504261,PO102381,2025-09-18,199.0,UPS,Yes
S504262,PO101904,2025-08-19,43.0,Sea,Yes
S504263,PO102938,2026-01-14,263.0,DHL,Yes
S504264,PO102091,2026-03-14,92.0,Sea,Yes
S504265,PO100143,2025-03-01,339.0,FedEx,Yes
S504266,PO100332,2025-01-24,84.0,Local,Yes
S504267,PO100997,2025-02-20,300.0,DHL,Yes
S504268,PO101419,2025-12-26,296.0,UPS,Yes
S504269,PO100054,2025-07-01,135.0,FedEx,Yes
S504270,PO101330,2025-05-24,281.0,Rail,Yes
S504271,PO102917,2025-10-10,59.0,DHL,Yes
S504272,PO101446,2025-07-15,397.0,FedEx,Yes
S504273,PO101440,2026-04-26,359.0,UPS,Yes
S504274,PO102844,2025-06-06,342.0,Sea,Yes
S504275,PO102372,2025-07-03,241.0,UPS,Yes
S504276,PO101733,2025-05-07,368.0,DHL,Yes
S504277,PO101694,2025-03-15,342.0,DHL,Yes
S504278,PO100079,2025-02-05,98.0,Sea,Yes
S504279,PO100984,2025-08-07,62.0,DHL,Yes
S504280,PO102605,2025-05-11,264.0,Local,Yes
S504281,PO100864,2025-04-25,113.0,Rail,Yes
S504282,PO102764,2025-03-09,146.0,FedEx,Yes
S504283,PO101587,2025-03-29,216.0,Sea,Yes
S504284,PO100471,2026-03-06,256.0,UPS,Yes
S504285,PO102121,2025-06-09,316.0,UPS,Yes
S504286,PO101576,2025-01-28,316.0,Rail,Yes
S504287,PO101502,2025-02-27,362.0,DHL,Yes
S504288,PO100588,2025-02-26,258.0,DHL,Yes
S504289,PO101410,2025-03-24,194.0,UPS,Yes
S504290,PO101905,2025-02-21,0.0,Rail,No
S504291,PO100563,2025-03-02,14.0,UPS,Yes
S504292,PO100466,2025-03-09,304.0,DHL,Yes
S504293,PO100598,2025-02-16,103.0,Sea,Yes
S504294,PO101644,2025-03-01,245.0,FedEx,Yes
S504295,PO100991,2025-06-28,245.0,DHL,Yes
S504296,PO101932,2025-06-04,312.0,Sea,Yes
S504297,PO102784,2025-09-22,268.0,FedEx,Yes
S504298,PO102295,2025-03-09,224.0,Local,Yes
S504299,PO101604,2025-03-08,220.0,Rail,Yes
S504300,PO100066,2025-03-07,311.0,Sea,Yes
S504301,PO102620,2025-08-20,366.0,Local,Yes
S504302,PO102750,2025-03-21,217.0,DHL,Yes
S504303,PO100469,2026-03-15,0.0,Rail,No
S504304,PO102540,2025-05-22,36.0,Sea,Yes
S504305,PO101724,2025-08-02,178.0,DHL,Yes
S504306,PO102710,2025-08-20,387.0,Rail,Yes
S504307,PO102333,2025-06-05,257.0,Rail,Yes
S504308,PO101631,2025-05-13,17.0,DHL,Yes
S504309,PO102359,2025-03-05,199.0,DHL,Yes
S504310,PO102356,2025-12-07,318.0,Sea,Yes
S504311,PO100774,2025-08-26,48.0,Rail,Yes
S504312,PO101136,2025-10-02,62.0,Sea,Yes
S504313,PO102011,2025-02-20,69.0,Rail,Yes
S504314,PO102503,2026-03-10,147.0,Sea,Yes
S504315,PO101486,2025-04-19,359.0,DHL,Yes
S504316,PO100131,2025-03-05,366.0,DHL,Yes
S504317,PO100929,2025-04-15,162.0,UPS,Yes
S504318,PO100928,2025-06-08,227.0,Sea,Yes
S504319,PO102168,2025-07-20,347.0,UPS,Yes
S504320,PO101220,2025-05-15,230.0,UPS,Yes
S504321,PO101505,2025-03-30,370.0,Local,Yes
S504322,PO100633,2025-04-19,178.0,Rail,Yes
S504323,PO102944,2025-08-20,345.0,FedEx,Yes
S504324,PO102819,2025-03-21,56.0,Local,Yes
S504325,PO101062,2025-07-19,78.0,Rail,Yes
S504326,PO102613,2025-07-04,270.0,FedEx,Yes
S504327,PO102559,2025-06-04,206.0,UPS,Yes
S504328,PO101184,2025-03-18,281.0,FedEx,Yes
S504329,PO100288,2025-04-15,228.0,DHL,Yes
S504330,PO102247,2025-10-14,388.0,DHL,Yes
S504331,PO101811,2025-04-29,239.0,Sea,Yes
S504332,PO100527,2025-04-09,288.0,Rail,Yes
S504333,PO100916,2025-03-07,82.0,Local,Yes
S504334,PO101708,2025-06-08,334.0,UPS,Yes
S504335,PO101406,2025-10-20,250.0,Rail,Yes
S504336,PO101241,2025-08-30,193.0,UPS,Yes
S504337,PO101110,2025-08-15,106.0,DHL,Yes
S504338,PO100798,2025-07-08,189.0,Local,Yes
S504339,PO101523,2025-05-16,276.0,Local,Yes
S504340,PO100011,2025-05-02,74.0,DHL,Yes
S504341,PO100832,2025-03-14,10.0,FedEx,Yes
S504342,PO102888,2025-09-07,123.0,Local,Yes
S504343,PO102690,2025-05-19,216.0,FedEx,Yes
S504344,PO101241,2025-08-22,290.0,UPS,Yes
S504345,PO101672,2025-09-16,40.0,Local,Yes
S504346,PO102153,2025-10-05,193.0,Sea,Yes
S504347,PO100690,2025-04-05,127.0,DHL,Yes
S504348,PO100527,2025-04-17,289.0,FedEx,Yes
S504349,PO101495,2025-06-21,71.0,Sea,Yes
S504350,PO102893,2025-05-20,137.0,UPS,Yes
S504351,PO100892,2025-09-22,144.0,UPS,Yes
S504352,PO100386,2025-03-22,389.0,Local,Yes
S504353,PO101249,2025-07-02,354.0,Local,Yes
S504354,PO102528,2025-02-28,380.0,Sea,Yes
S504355,PO101777,2025-03-29,299.0,Rail,Yes
S504356,PO100407,2025-02-03,370.0,Rail,Yes
S504357,PO101676,2025-02-05,345.0,Local,Yes
S504358,PO100897,2025-11-15,269.0,Rail,Yes
S504359,PO100710,2025-07-20,384.0,DHL,Yes
S504360,PO102686,2025-02-09,139.0,Sea,Yes
S504361,PO101682,2025-06-24,52.0,DHL,Yes
S504362,PO102862,2026-01-12,0.0,Rail,No
S504363,PO100917,2026-02-19,165.0,Local,Yes
S504364,PO102250,2025-03-14,13.0,DHL,Yes
S504365,PO100416,2025-03-24,190.0,UPS,Yes
S504366,PO100415,2025-03-31,340.0,Local,Yes
S504367,PO101471,2025-07-13,353.0,Sea,Yes
S504368,PO101535,2025-03-20,362.0,FedEx,Yes
S504369,PO100084,2025-03-09,352.0,FedEx,Yes
S504370,PO100166,2025-03-07,264.0,Local,Yes
S504371,PO102431,2025-09-30,312.0,Rail,Yes
S504372,PO102515,2025-12-25,221.0,DHL,Yes
S504373,PO101095,2025-02-21,104.0,DHL,Yes
S504374,PO100809,2025-02-13,339.0,Local,Yes
S504375,PO101544,2026-02-16,198.0,UPS,Yes
S504376,PO101816,2025-03-02,300.0,Sea,Yes
S504377,PO102520,2025-07-15,359.0,Rail,Yes
S504378,PO100992,2025-03-28,368.0,UPS,Yes
S504379,PO101281,2025-06-06,169.0,Local,Yes
S504380,PO100274,2025-04-04,149.0,Local,Yes
S504381,PO101773,2026-01-26,249.0,UPS,Yes
S504382,PO102537,2025-03-05,256.0,FedEx,Yes
S504383,PO101756,2026-03-11,42.0,Local,Yes
S504384,PO102373,2025-05-02,202.0,Sea,Yes
S504385,PO102576,2026-06-27,244.0,Rail,Yes
S504386,PO100891,2025-09-19,157.0,UPS,Yes
S504387,PO100088,2025-10-11,286.0,FedEx,Yes
S504388,PO102533,2025-01-13,0.0,UPS,No
S504389,PO100707,2025-09-23,381.0,FedEx,Yes
S504390,PO102397,2025-03-13,238.0,FedEx,Yes
S504391,PO100386,2025-03-09,0.0,Sea,No
S504392,PO102134,2025-07-07,53.0,Rail,Yes
S504393,PO102354,2025-07-29,85.0,Local,Yes
S504394,PO101873,2025-09-20,273.0,FedEx,Yes
S504395,PO101177,2025-03-16,360.0,Local,Yes
S504396,PO100439,2025-03-10,213.0,Rail,Yes
S504397,PO102787,2025-02-13,361.0,Local,Yes
S504398,PO102311,2025-11-10,104.0,Sea,Yes
