shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier
S503746,PO102883,21-02-2025,344,Sea
S503747,PO101774,22-07-2025,78,UPS
S503748,PO102440,10-05-2025,346,UPS
S503749,PO100873,30-04-2025,72,Local
S503750,PO102428,20-03-2025,270,Rail
S503751,PO100091,03-08-2025,287,Sea
S503752,PO100446,08-07-2026,66,DHL
S503753,PO100108,25-02-2025,368,FedEx
S503754,PO100316,14-04-2025,68,UPS
S503755,PO101835,26-04-2025,193,UPS
S503756,PO101943,13-06-2025,55,FedEx
S503757,PO101458,09-04-2025,379,DHL
S503758,PO100441,07-07-2026,168,UPS
S503759,PO102265,17-07-2025,25,FedEx
S503760,PO101245,06-05-2025,131,UPS
S503761,PO102720,12-11-2025,325,Rail
S503762,PO101551,04-05-2025,102,Rail
S503763,PO100277,13-06-2025,374,UPS
S503764,PO100568,10-12-2025,282,UPS
S503765,PO101009,22-05-2025,296,Rail
S503766,PO102922,25-08-2025,294,UPS
S503767,PO102513,20-05-2025,263,DHL
S503768,PO100838,25-05-2025,120,DHL
S503769,PO102801,01-01-2026,,Local
S503770,PO101607,15-09-2025,291,DHL
S503771,PO102885,04-01-2026,161,Sea
S503772,PO100029,13-02-2025,161,Sea
S503773,PO102406,16-05-2025,78,Sea
S503774,PO101942,20-08-2025,38,UPS
S503775,PO102133,12-05-2025,394,UPS
S503776,PO101257,12-05-2025,28,FedEx
S503777,PO102794,27-03-2025,100,Sea
S503778,PO102360,20-01-2025,294,Sea
S503779,PO100364,31-01-2026,124,DHL
S503780,PO101800,11-03-2026,92,Rail
S503781,PO101822,16-05-2025,255,Rail
S503782,PO101862,09-02-2025,97,Local
S503783,PO100904,25-04-2025,6,FedEx
S503784,PO100697,29-05-2025,169,Rail
S503785,PO102178,06-07-2025,383,Local
S503786,PO102850,11-07-2025,271,DHL
S503787,PO102836,12-10-2026,108,FedEx
S503788,PO101855,15-03-2025,387,FedEx
S503789,PO100350,03-04-2025,299,Sea
S503790,PO100179,28-03-2025,47,UPS
S503791,PO101503,01-03-2025,99,Sea
S503792,PO101186,20-07-2025,14,DHL
S503793,PO101806,19-05-2025,194,Sea
S503794,PO100773,30-04-2025,157,FedEx
S503795,PO100509,28-07-2025,388,Sea
S503796,PO100364,20-02-2026,154,Local
S503797,PO100352,15-06-2025,115,Sea
S503798,PO102847,25-03-2025,396,Rail
S503799,PO101106,31-03-2025,258,DHL
S503800,PO101248,21-11-2025,145,DHL
S503801,PO100411,18-02-2026,,FedEx
S503802,PO100734,23-04-2025,10,Sea
S503803,PO100117,21-03-2025,368,FedEx
S503804,PO100481,18-06-2025,214,FedEx
S503805,PO100191,21-10-2025,233,Local
S503806,PO102638,10-02-2026,171,UPS
S503807,PO102637,14-07-2025,21,FedEx
S503808,PO102706,29-01-2025,15,UPS
S503809,PO100106,19-04-2025,,UPS
S503810,PO100381,21-07-2025,126,DHL
S503811,PO100782,17-04-2025,341,Rail
S503812,PO102437,08-03-2025,341,Rail
S503813,PO100243,06-03-2025,213,Sea
S503814,PO102632,12-02-2025,188,Local
S503815,PO102916,03-07-2025,172,Local
S503816,PO100467,21-10-2025,247,Rail
S503817,PO100865,29-04-2025,5,Sea
S503818,PO102981,18-03-2025,231,Rail
S503819,PO101561,20-03-2025,201,Sea
S503820,PO101233,29-01-2025,373,Sea
S503821,PO100603,03-02-2025,149,Sea
S503822,PO101660,30-04-2025,72,Sea
S503823,PO101096,14-02-2025,226,DHL
S503824,PO102015,14-03-2025,74,DHL
S503825,PO101658,19-05-2025,307,Rail
S503826,PO101733,10-05-2025,169,Sea
S503827,PO101613,21-04-2025,249,FedEx
S503828,PO100859,07-02-2025,280,Sea
S503829,PO101879,31-05-2025,152,FedEx
S503830,PO101276,20-02-2025,224,DHL
S503831,PO100012,22-09-2025,225,Sea
S503832,PO102346,20-06-2025,38,UPS
S503833,PO101099,12-04-2025,44,Rail
S503834,PO101074,20-07-2026,185,Sea
S503835,PO100786,14-06-2025,241,Local
S503836,PO100148,23-01-2025,331,FedEx
S503837,PO101754,28-04-2026,351,Sea
S503838,PO102169,10-04-2025,210,UPS
S503839,PO101303,05-05-2025,23,FedEx
S503840,PO102585,15-06-2025,124,UPS
S503841,PO101179,12-05-2025,86,Rail
S503842,PO102423,22-04-2025,43,Rail
S503843,PO100081,27-05-2025,40,Rail
S503844,PO100491,29-05-2025,303,DHL
S503845,PO102403,13-04-2025,169,UPS
S503846,PO102025,15-03-2025,175,Sea
S503847,PO100924,07-05-2025,20,Local
S503848,PO101296,18-02-2025,109,Local
S503849,PO101603,26-04-2025,193,Rail
S503850,PO101596,12-04-2025,244,Local
S503851,PO100122,08-03-2025,324,FedEx
S503852,PO100707,02-09-2025,280,UPS
S503853,PO102377,13-08-2025,228,UPS
S503854,PO100990,27-09-2025,36,UPS
S503855,PO102370,04-07-2025,45,FedEx
S503856,PO102817,21-02-2025,386,Sea
S503857,PO102040,28-09-2025,28,DHL
S503858,PO102480,25-02-2025,154,FedEx
S503859,PO100709,27-06-2025,23,UPS
S503860,PO100793,17-06-2025,207,UPS
S503861,PO100711,18-05-2025,91,UPS
S503862,PO102586,22-02-2025,390,Sea
S503863,PO102648,11-04-2025,,Local
S503864,PO101717,30-06-2025,38,DHL
S503865,PO100256,01-02-2026,228,FedEx
S503866,PO101212,03-04-2025,202,UPS
S503867,PO100870,03-04-2025,350,Rail
S503868,PO102946,19-05-2025,309,DHL
S503869,PO101731,19-05-2025,254,Rail
S503870,PO100808,31-03-2025,38,DHL
S503871,PO102724,16-05-2025,221,UPS
S503872,PO100270,24-08-2025,187,DHL
S503873,PO101543,28-02-2025,43,DHL
S503874,PO100549,13-09-2025,359,UPS
S503875,PO101137,14-05-2025,114,Sea
S503876,PO100567,21-05-2025,260,Rail
S503877,PO100358,28-12-2025,5,Sea
S503878,PO101673,08-09-2025,68,Rail
S503879,PO101637,04-02-2025,228,Local
S503880,PO101357,10-04-2025,123,Rail
S503881,PO101712,10-07-2025,173,Rail
S503882,PO101362,26-05-2025,336,DHL
S503883,PO100797,16-05-2025,153,Local
S503884,PO101284,11-04-2025,267,UPS
S503885,PO100886,08-06-2025,157,UPS
S503886,PO101758,07-02-2025,162,FedEx
S503887,PO101222,27-04-2025,214,Local
S503888,PO102258,22-02-2025,398,DHL
S503889,PO100286,22-03-2025,376,FedEx
S503890,PO101715,11-10-2026,26,FedEx
S503891,PO101785,19-11-2025,292,UPS
S503892,PO100742,02-08-2025,189,Rail
S503893,PO101505,15-03-2025,122,DHL
S503894,PO102040,17-09-2025,230,Local
S503895,PO101046,06-03-2025,59,FedEx
S503896,PO100295,06-05-2025,96,DHL
S503897,PO102053,29-12-2025,262,UPS
S503898,PO102597,08-06-2025,354,FedEx
S503899,PO100680,31-08-2025,312,FedEx
S503900,PO101891,13-04-2025,,Sea
S503901,PO100794,20-02-2025,350,UPS
S503902,PO100202,20-02-2025,283,Sea
S503903,PO100324,18-01-2026,120,UPS
S503904,PO102872,21-10-2025,25,UPS
S503905,PO102291,02-04-2025,342,Sea
S503906,PO100326,25-05-2025,146,DHL
S503907,PO100986,31-05-2025,12,DHL
S503908,PO100760,28-01-2025,87,DHL
S503909,PO101036,20-03-2025,109,Rail
S503910,PO100906,07-09-2025,345,FedEx
S503911,PO101403,15-08-2025,266,DHL
S503912,PO100364,25-02-2026,222,Rail
S503913,PO101244,21-07-2025,74,FedEx
S503914,PO102120,16-08-2025,333,DHL
S503915,PO101648,01-08-2025,310,UPS
S503916,PO101069,24-03-2025,102,Local
S503917,PO100273,02-12-2025,137,DHL
S503918,PO102255,18-05-2025,191,Local
S503919,PO101952,29-04-2025,142,DHL
S503920,PO101884,05-03-2025,357,UPS
S503921,PO100123,18-02-2025,73,Local
S503922,PO101352,04-05-2025,328,Rail
S503923,PO102590,14-09-2025,167,UPS
S503924,PO101691,17-05-2025,168,Local
S503925,PO102107,22-12-2025,54,Local
S503926,PO102946,07-06-2025,259,Sea
S503927,PO102933,27-05-2025,111,Sea
S503928,PO102829,12-03-2025,232,UPS
S503929,PO100441,09-07-2026,161,UPS
S503930,PO101240,05-11-2025,352,UPS
S503931,PO100910,23-06-2025,327,FedEx
S503932,PO101025,26-04-2025,19,Rail
S503933,PO101559,24-11-2025,290,DHL
S503934,PO101741,01-08-2025,50,Sea
S503935,PO102879,11-03-2025,175,Local
S503936,PO101734,13-02-2025,302,Sea
S503937,PO100625,27-03-2025,184,DHL
S503938,PO101690,15-02-2025,185,UPS
S503939,PO100997,24-02-2025,339,Sea
S503940,PO102781,12-09-2025,307,Rail
S503941,PO100090,18-03-2025,310,Rail
S503942,PO102214,02-08-2025,346,FedEx
S503943,PO100206,12-03-2025,81,Sea
S503944,PO101088,19-08-2026,374,UPS
S503945,PO101911,05-10-2025,156,Local
S503946,PO100515,09-02-2025,275,FedEx
S503947,PO101180,21-05-2025,283,UPS
S503948,PO101792,24-05-2025,249,FedEx
S503949,PO102794,13-04-2025,147,Sea
S503950,PO102353,11-10-2025,7,DHL
S503951,PO101901,28-01-2025,157,Sea
S503952,PO102005,19-07-2025,171,UPS
S503953,PO100394,25-03-2025,69,Local
S503954,PO101097,22-02-2025,94,Local
S503955,PO100186,17-09-2025,369,UPS
S503956,PO101597,20-02-2025,363,FedEx
S503957,PO101591,20-09-2026,376,Rail
S503958,PO102670,06-06-2025,186,UPS
S503959,PO100729,07-03-2025,392,Sea
S503960,PO100239,20-02-2025,170,Local
S503961,PO102580,10-03-2025,204,DHL
S503962,PO100140,28-02-2026,42,Local
S503963,PO100138,08-04-2025,13,Rail
S503964,PO102506,29-09-2025,154,Local
S503965,PO100069,09-08-2026,274,Rail
S503966,PO100384,26-06-2025,298,UPS
S503967,PO100629,14-02-2025,51,Local
S503968,PO102245,27-04-2025,369,FedEx
S503969,PO100204,15-05-2025,212,Sea
S503970,PO101749,31-01-2025,144,FedEx
S503971,PO100567,26-05-2025,357,Sea
S503972,PO100981,03-07-2025,3,Local
S503973,PO100804,05-04-2025,254,Local
S503974,PO101710,11-02-2025,335,Sea
S503975,PO102906,19-04-2026,,DHL
S503976,PO100881,11-07-2025,98,Local
S503977,PO102035,16-04-2025,173,DHL
S503978,PO100973,13-05-2025,150,DHL
S503979,PO100639,04-05-2025,279,Sea
S503980,PO101454,05-02-2025,59,DHL
S503981,PO100324,23-01-2026,113,DHL
S503982,PO100441,24-07-2026,324,UPS
S503983,PO100803,21-05-2025,243,FedEx
S503984,PO102335,06-04-2025,310,DHL
S503985,PO100225,14-05-2025,57,FedEx
S503986,PO101087,19-03-2025,367,DHL
S503987,PO100966,01-08-2025,60,FedEx
S503988,PO102985,18-02-2026,329,Local
S503989,PO100559,15-05-2025,216,Local
S503990,PO100713,27-04-2025,233,FedEx
S503991,PO100497,01-03-2025,55,DHL
S503992,PO102896,06-05-2025,373,UPS
S503993,PO102973,23-07-2025,208,FedEx
S503994,PO102107,05-12-2025,63,Rail
S503995,PO100256,07-02-2026,184,UPS
S503996,PO100576,15-03-2025,311,Rail
S503997,PO102286,27-04-2025,281,FedEx
S503998,PO100037,26-01-2025,26,DHL
S503999,PO102072,26-03-2025,177,Rail
S504000,PO100409,04-03-2025,63,FedEx
S504001,PO100460,07-02-2025,73,UPS
S504002,PO101440,24-04-2026,335,DHL
S504003,PO102404,10-06-2025,167,Rail
S504004,PO100382,13-06-2025,225,FedEx
S504005,PO101832,23-05-2025,65,DHL
S504006,PO100568,01-12-2025,69,DHL
S504007,PO101071,06-03-2025,9,Local
S504008,PO100432,19-06-2025,236,DHL
S504009,PO100055,01-12-2025,198,FedEx
S504010,PO102624,10-04-2025,173,UPS
S504011,PO102315,09-02-2025,282,Sea
S504012,PO102116,29-04-2025,28,Local
S504013,PO101751,12-03-2025,296,FedEx
S504014,PO102047,22-06-2025,399,FedEx
S504015,PO100901,15-02-2025,134,FedEx
S504016,PO101624,25-02-2025,27,Rail
S504017,PO102840,26-04-2025,38,Rail
S504018,PO100256,23-01-2026,196,UPS
S504019,PO100671,18-11-2025,203,FedEx
S504020,PO100489,26-11-2025,85,Rail
S504021,PO102793,13-03-2025,320,Rail
S504022,PO102096,29-05-2025,30,Rail
S504023,PO101682,29-06-2025,99,UPS
S504024,PO100315,23-06-2025,387,UPS
S504025,PO102460,19-10-2026,190,FedEx
S504026,PO100433,12-02-2025,12,Local
S504027,PO101025,27-04-2025,91,FedEx
S504028,PO101975,28-01-2026,30,Rail
S504029,PO101979,13-08-2025,213,Sea
S504030,PO101389,18-04-2025,38,Rail
S504031,PO100419,27-07-2025,341,DHL
S504032,PO101596,29-03-2025,60,Sea
S504033,PO101584,30-08-2026,294,Sea
S504034,PO100843,11-04-2026,360,FedEx
S504035,PO101467,28-04-2025,143,Rail
S504036,PO102963,15-05-2026,180,Rail
S504037,PO100433,19-02-2025,285,Local
S504038,PO102690,19-05-2025,112,DHL
S504039,PO101578,30-05-2025,230,FedEx
S504040,PO102104,31-08-2025,21,UPS
S504041,PO100963,19-05-2025,145,FedEx
S504042,PO100976,06-06-2025,146,Sea
S504043,PO100045,11-06-2025,375,FedEx
S504044,PO101193,27-05-2025,316,Local
S504045,PO100416,23-03-2025,166,FedEx
S504046,PO100847,11-01-2027,140,Local
S504047,PO102186,25-09-2025,203,Sea
S504048,PO100246,23-04-2025,244,Local
S504049,PO100229,24-05-2025,113,Rail
S504050,PO100791,05-06-2025,201,UPS
S504051,PO100636,03-05-2025,385,Sea
S504052,PO102421,04-02-2025,314,Local
S504053,PO100737,03-09-2025,259,DHL
S504054,PO101088,24-08-2026,255,Sea
S504055,PO100087,16-06-2025,23,DHL
S504056,PO100712,31-05-2025,393,UPS
S504057,PO101749,04-02-2025,246,Local
S504058,PO101227,04-04-2025,339,Sea
S504059,PO101936,21-04-2025,311,Sea
S504060,PO101405,08-04-2025,366,UPS
S504061,PO100600,20-03-2025,372,Rail
S504062,PO101499,14-10-2025,318,DHL
S504063,PO102586,14-02-2025,87,Sea
S504064,PO100213,19-02-2025,,FedEx
S504065,PO102121,23-05-2025,356,DHL
S504066,PO102108,25-03-2025,27,Local
S504067,PO100697,04-06-2025,290,UPS
S504068,PO101242,03-08-2025,289,DHL
S504069,PO102059,24-05-2025,348,FedEx
S504070,PO102861,13-04-2025,223,FedEx
S504071,PO102079,19-07-2025,352,UPS
S504072,PO101183,03-01-2026,178,UPS
S504073,PO101000,30-03-2025,148,DHL
S504074,PO100236,01-04-2025,227,Local
S504075,PO101204,03-05-2025,351,Rail
S504076,PO102605,08-05-2025,186,FedEx
S504077,PO101481,09-02-2025,294,UPS
S504078,PO101103,07-01-2026,41,Rail
S504079,PO100646,19-05-2025,393,Rail
S504080,PO102867,28-07-2025,393,Rail
S504081,PO100472,15-05-2025,191,Local
S504082,PO100111,03-03-2025,79,UPS
S504083,PO101845,06-02-2025,,FedEx
S504084,PO101654,15-05-2025,384,UPS
S504085,PO100382,22-06-2025,278,DHL
S504086,PO100016,19-02-2025,272,FedEx
S504087,PO100492,25-03-2025,32,UPS
S504088,PO102973,16-07-2025,142,FedEx
S504089,PO101896,12-06-2025,251,DHL
S504090,PO101509,25-08-2025,294,Sea
S504091,PO100116,03-08-2025,98,FedEx
S504092,PO101578,04-06-2025,136,Sea
S504093,PO100879,23-03-2025,277,Rail
S504094,PO102162,21-04-2025,312,Local
S504095,PO101818,22-05-2025,302,DHL
S504096,PO101572,06-08-2025,43,FedEx
S504097,PO102861,09-04-2025,120,DHL
S504098,PO101648,06-08-2025,220,Rail
S504099,PO100643,12-04-2025,46,Sea
S504100,PO101359,14-06-2025,236,Local
S504101,PO100335,11-02-2025,48,DHL
S504102,PO102969,01-04-2025,198,Sea
S504103,PO100146,09-06-2025,84,Rail
S504104,PO100121,27-11-2025,31,Rail
S504105,PO100080,05-11-2025,161,Rail
S504106,PO102732,05-02-2025,71,Sea
S504107,PO102709,19-04-2025,8,FedEx
S504108,PO102422,19-07-2025,386,UPS
S504109,PO102110,18-02-2025,52,DHL
S504110,PO100503,31-08-2025,45,UPS
S504111,PO100667,09-03-2025,293,Rail
S504112,PO102496,11-06-2025,300,UPS
S504113,PO102915,20-06-2025,373,Sea
S504114,PO101444,22-10-2025,38,Rail
S504115,PO101345,05-04-2025,355,Rail
S504116,PO102727,09-04-2025,380,Local
S504117,PO101189,22-06-2025,231,Local
S504118,PO101620,05-04-2025,262,Sea
S504119,PO101980,02-03-2025,68,Sea
S504120,PO101672,13-09-2025,179,UPS
S504121,PO102508,09-09-2025,357,DHL
S504122,PO100458,31-01-2025,186,UPS
S504123,PO101212,08-04-2025,201,Sea
S504124,PO100463,18-06-2025,390,DHL
S504125,PO100911,26-03-2025,13,UPS
S504126,PO102426,05-02-2025,214,FedEx
S504127,PO101025,23-04-2025,220,FedEx
S504128,PO102411,28-01-2025,286,DHL
S504129,PO100071,14-04-2025,244,Local
S504130,PO101450,30-03-2025,356,DHL
S504131,PO102685,20-02-2025,258,UPS
S504132,PO101193,09-05-2025,58,Rail
S504133,PO101848,13-11-2025,36,FedEx
S504134,PO102384,26-04-2025,328,Rail
S504135,PO102022,13-01-2026,393,FedEx
S504136,PO102242,12-05-2025,382,UPS
S504137,PO101011,05-07-2026,193,FedEx
S504138,PO100652,09-06-2025,333,DHL
S504139,PO101298,26-05-2025,50,Rail
S504140,PO100006,26-01-2025,32,Sea
S504141,PO100904,03-05-2025,98,Rail
S504142,PO102028,10-03-2025,43,UPS
S504143,PO102613,26-06-2025,381,Sea
S504144,PO100615,06-12-2025,351,Rail
S504145,PO101873,06-09-2025,334,UPS
S504146,PO102620,11-09-2025,310,Local
S504147,PO102646,02-02-2026,47,DHL
S504148,PO100769,02-09-2025,270,FedEx
S504149,PO102289,25-03-2025,311,FedEx
S504150,PO101566,20-06-2025,,FedEx
S504151,PO101485,14-04-2025,19,Local
S504152,PO101440,24-04-2026,347,DHL
S504153,PO100765,06-06-2025,393,Rail
S504154,PO100383,13-10-2025,101,Rail
S504155,PO102438,12-05-2025,37,DHL
S504156,PO102943,07-07-2025,107,Sea
S504157,PO100687,21-04-2025,92,DHL
S504158,PO101149,21-09-2025,308,FedEx
S504159,PO100046,22-03-2025,185,Rail
S504160,PO101972,02-04-2025,216,DHL
S504161,PO102666,05-02-2025,28,Rail
S504162,PO100463,30-06-2025,36,DHL
S504163,PO101872,04-05-2025,372,UPS
S504164,PO100122,05-03-2025,320,FedEx
S504165,PO102181,09-03-2025,18,DHL
S504166,PO101642,23-04-2025,345,Local
S504167,PO100840,02-03-2025,196,DHL
S504168,PO101585,06-03-2025,78,UPS
S504169,PO102896,03-05-2025,167,Local
S504170,PO102654,03-07-2025,90,Local
S504171,PO101803,06-04-2025,264,DHL
S504172,PO100022,23-03-2025,208,UPS
S504173,PO100565,07-06-2025,212,Local
S504174,PO101909,20-02-2025,271,FedEx
S504175,PO102813,21-02-2025,263,Sea
S504176,PO100964,02-04-2025,273,FedEx
S504177,PO102282,07-05-2025,342,Rail
S504178,PO100995,28-01-2025,214,Rail
S504179,PO101187,06-02-2025,374,UPS
S504180,PO101794,06-02-2025,64,Local
S504181,PO100825,12-01-2026,12,FedEx
S504182,PO100215,03-04-2025,,FedEx
S504183,PO100656,14-03-2025,312,Sea
S504184,PO102982,20-07-2025,174,UPS
S504185,PO101113,24-04-2025,256,Local
S504186,PO101987,07-04-2025,101,UPS
S504187,PO100310,21-03-2025,16,DHL
S504188,PO100556,07-02-2025,197,FedEx
S504189,PO102304,04-01-2026,258,UPS
S504190,PO102580,20-03-2025,384,UPS
S504191,PO101556,10-06-2025,244,Sea
S504192,PO100051,13-08-2025,,DHL
S504193,PO101361,15-03-2025,249,Rail
S504194,PO101194,14-02-2025,105,FedEx
S504195,PO101648,05-08-2025,182,Sea
S504196,PO102347,19-03-2025,155,UPS
S504197,PO100671,16-11-2025,287,FedEx
S504198,PO100777,26-07-2025,169,Rail
S504199,PO100831,09-04-2025,47,UPS
S504200,PO102279,25-02-2025,43,DHL
S504201,PO101860,16-07-2025,321,FedEx
S504202,PO101529,29-05-2025,306,Sea
S504203,PO102075,10-10-2025,221,DHL
S504204,PO101972,30-03-2025,1,Rail
S504205,PO101074,14-07-2026,200,Rail
S504206,PO101716,18-01-2025,144,FedEx
S504207,PO101283,05-02-2025,378,Rail
S504208,PO100590,13-03-2025,28,Local
S504209,PO102832,28-01-2025,342,Sea
S504210,PO102667,05-07-2025,338,FedEx
S504211,PO101986,17-07-2025,278,Local
S504212,PO102633,23-02-2025,41,Rail
S504213,PO101001,02-06-2025,332,FedEx
S504214,PO102231,22-02-2025,147,Local
S504215,PO101046,11-03-2025,345,Rail
S504216,PO102176,14-03-2025,178,UPS
S504217,PO102338,09-02-2025,315,UPS
S504218,PO101855,05-03-2025,325,DHL
S504219,PO100500,20-06-2025,167,UPS
S504220,PO102233,20-08-2025,123,Local
S504221,PO100478,23-03-2026,74,Sea
S504222,PO101594,18-06-2025,239,UPS
S504223,PO102539,27-08-2025,249,FedEx
S504224,PO100512,16-12-2025,263,FedEx
S504225,PO102514,17-06-2025,252,FedEx
S504226,PO102332,19-06-2025,357,UPS
S504227,PO100600,30-03-2025,111,UPS
S504228,PO101440,21-04-2026,180,DHL
S504229,PO101123,05-08-2025,188,Sea
S504230,PO100188,23-05-2025,308,Sea
S504231,PO100988,13-03-2025,207,Rail
S504232,PO102937,13-06-2025,,DHL
S504233,PO101881,28-09-2025,24,Local
S504234,PO100387,12-02-2025,26,FedEx
S504235,PO102288,06-05-2025,381,UPS
S504236,PO101805,03-07-2025,218,Rail
S504237,PO102033,29-03-2026,346,Rail
S504238,PO101754,05-05-2026,378,UPS
S504239,PO102464,02-06-2025,10,DHL
S504240,PO102223,26-03-2025,17,Rail
S504241,PO100386,22-03-2025,245,Sea
S504242,PO101494,09-05-2025,206,DHL
S504243,PO100852,09-03-2025,258,UPS
S504244,PO102710,11-08-2025,112,DHL
S504245,PO100451,25-05-2025,205,Sea
S504246,PO102324,16-09-2025,27,FedEx
S504247,PO101758,13-02-2025,71,UPS
S504248,PO100212,07-06-2025,176,Sea
S504249,PO100040,14-02-2025,202,UPS
S504250,PO101145,08-11-2025,248,Sea
S504251,PO102341,12-03-2025,118,Sea
S504252,PO100599,16-02-2025,9,Rail
S504253,PO102024,16-04-2025,86,Rail
S504254,PO102588,16-04-2025,23,Rail
S504255,PO102030,25-02-2025,240,FedEx
S504256,PO101782,12-04-2025,73,FedEx
S504257,PO101851,27-09-2025,27,Sea
S504258,PO102498,12-05-2026,349,Local
S504259,PO101779,18-10-2025,81,UPS
S504260,PO102837,31-01-2025,84,Rail
S504261,PO102381,18-09-2025,199,UPS
S504262,PO101904,19-08-2025,43,Sea
S504263,PO102938,14-01-2026,263,DHL
S504264,PO102091,14-03-2026,92,Sea
S504265,PO100143,01-03-2025,339,FedEx
S504266,PO100332,24-01-2025,84,Local
S504267,PO100997,20-02-2025,300,DHL
S504268,PO101419,26-12-2025,296,UPS
S504269,PO100054,01-07-2025,135,FedEx
S504270,PO101330,24-05-2025,281,Rail
S504271,PO102917,10-10-2025,59,DHL
S504272,PO101446,15-07-2025,397,FedEx
S504273,PO101440,26-04-2026,359,UPS
S504274,PO102844,06-06-2025,342,Sea
S504275,PO102372,03-07-2025,241,UPS
S504276,PO101733,07-05-2025,368,DHL
S504277,PO101694,15-03-2025,342,DHL
S504278,PO100079,05-02-2025,98,Sea
S504279,PO100984,07-08-2025,62,DHL
S504280,PO102605,11-05-2025,264,Local
S504281,PO100864,25-04-2025,113,Rail
S504282,PO102764,09-03-2025,146,FedEx
S504283,PO101587,29-03-2025,216,Sea
S504284,PO100471,06-03-2026,256,UPS
S504285,PO102121,09-06-2025,316,UPS
S504286,PO101576,28-01-2025,316,Rail
S504287,PO101502,27-02-2025,362,DHL
S504288,PO100588,26-02-2025,258,DHL
S504289,PO101410,24-03-2025,194,UPS
S504290,PO101905,21-02-2025,,Rail
S504291,PO100563,02-03-2025,14,UPS
S504292,PO100466,09-03-2025,304,DHL
S504293,PO100598,16-02-2025,103,Sea
S504294,PO101644,01-03-2025,245,FedEx
S504295,PO100991,28-06-2025,245,DHL
S504296,PO101932,04-06-2025,312,Sea
S504297,PO102784,22-09-2025,268,FedEx
S504298,PO102295,09-03-2025,224,Local
S504299,PO101604,08-03-2025,220,Rail
S504300,PO100066,07-03-2025,311,Sea
S504301,PO102620,20-08-2025,366,Local
S504302,PO102750,21-03-2025,217,DHL
S504303,PO100469,15-03-2026,,Rail
S504304,PO102540,22-05-2025,36,Sea
S504305,PO101724,02-08-2025,178,DHL
S504306,PO102710,20-08-2025,387,Rail
S504307,PO102333,05-06-2025,257,Rail
S504308,PO101631,13-05-2025,17,DHL
S504309,PO102359,05-03-2025,199,DHL
S504310,PO102356,07-12-2025,318,Sea
S504311,PO100774,26-08-2025,48,Rail
S504312,PO101136,02-10-2025,62,Sea
S504313,PO102011,20-02-2025,69,Rail
S504314,PO102503,10-03-2026,147,Sea
S504315,PO101486,19-04-2025,359,DHL
S504316,PO100131,05-03-2025,366,DHL
S504317,PO100929,15-04-2025,162,UPS
S504318,PO100928,08-06-2025,227,Sea
S504319,PO102168,20-07-2025,347,UPS
S504320,PO101220,15-05-2025,230,UPS
S504321,PO101505,30-03-2025,370,Local
S504322,PO100633,19-04-2025,178,Rail
S504323,PO102944,20-08-2025,345,FedEx
S504324,PO102819,21-03-2025,56,Local
S504325,PO101062,19-07-2025,78,Rail
S504326,PO102613,04-07-2025,270,FedEx
S504327,PO102559,04-06-2025,206,UPS
S504328,PO101184,18-03-2025,281,FedEx
S504329,PO100288,15-04-2025,228,DHL
S504330,PO102247,14-10-2025,388,DHL
S504331,PO101811,29-04-2025,239,Sea
S504332,PO100527,09-04-2025,288,Rail
S504333,PO100916,07-03-2025,82,Local
S504334,PO101708,08-06-2025,334,UPS
S504335,PO101406,20-10-2025,250,Rail
S504336,PO101241,30-08-2025,193,UPS
S504337,PO101110,15-08-2025,106,DHL
S504338,PO100798,08-07-2025,189,Local
S504339,PO101523,16-05-2025,276,Local
S504340,PO100011,02-05-2025,74,DHL
S504341,PO100832,14-03-2025,10,FedEx
S504342,PO102888,07-09-2025,123,Local
S504343,PO102690,19-05-2025,216,FedEx
S504344,PO101241,22-08-2025,290,UPS
S504345,PO101672,16-09-2025,40,Local
S504346,PO102153,05-10-2025,193,Sea
S504347,PO100690,05-04-2025,127,DHL
S504348,PO100527,17-04-2025,289,FedEx
S504349,PO101495,21-06-2025,71,Sea
S504350,PO102893,20-05-2025,137,UPS
S504351,PO100892,22-09-2025,144,UPS
S504352,PO100386,22-03-2025,389,Local
S504353,PO101249,02-07-2025,354,Local
S504354,PO102528,28-02-2025,380,Sea
S504355,PO101777,29-03-2025,299,Rail
S504356,PO100407,03-02-2025,370,Rail
S504357,PO101676,05-02-2025,345,Local
S504358,PO100897,15-11-2025,269,Rail
S504359,PO100710,20-07-2025,384,DHL
S504360,PO102686,09-02-2025,139,Sea
S504361,PO101682,24-06-2025,52,DHL
S504362,PO102862,12-01-2026,,Rail
S504363,PO100917,19-02-2026,165,Local
S504364,PO102250,14-03-2025,13,DHL
S504365,PO100416,24-03-2025,190,UPS
S504366,PO100415,31-03-2025,340,Local
S504367,PO101471,13-07-2025,353,Sea
S504368,PO101535,20-03-2025,362,FedEx
S504369,PO100084,09-03-2025,352,FedEx
S504370,PO100166,07-03-2025,264,Local
S504371,PO102431,30-09-2025,312,Rail
S504372,PO102515,25-12-2025,221,DHL
S504373,PO101095,21-02-2025,104,DHL
S504374,PO100809,13-02-2025,339,Local
S504375,PO101544,16-02-2026,198,UPS
S504376,PO101816,02-03-2025,300,Sea
S504377,PO102520,15-07-2025,359,Rail
S504378,PO100992,28-03-2025,368,UPS
S504379,PO101281,06-06-2025,169,Local
